"","pVal","phase","peak.shape","period","qvalue"
"1913",0.987054427346602,2,6,20,1
"1914",1,8,14,28,1
"1915",0.515691005124677,16,10,24,1
"1916",0.00128639588082226,4,10,26,0.0108334457141839
"1917",1,12,14,26,1
"1918",0.503353928343066,4,6,22,0.995405475625931
"1919",0.951834795730714,26,14,26,1
"1920",1,10,16,26,1
"1921",0.947274176754852,26,12,28,1
"1922",0.145267728487601,4,14,26,0.394509926702701
"1923",1.2880238639968e-05,6,10,20,0.000332810463701322
"1924",0.999999999999999,10,8,20,1
"1925",0.0498037161599692,22,18,24,0.176006432463644
"1926",0.00123278574371378,22,14,26,0.0104516010417924
"1927",0.999999999999997,12,16,22,1
"1928",0.869916900283428,20,14,20,1
"1929",0.999999999994589,4,10,20,1
"1930",0.999999967462076,4,12,22,1
"1931",0.962361885983507,20,8,28,1
"1932",1,10,10,20,1
"1933",0.999999965340433,26,18,28,1
"1934",0.885204597870667,14,10,20,1
"1935",1,20,12,28,1
"1936",0.0153178211949851,10,12,24,0.0720993417176485
"1937",0.0405981933734769,20,16,26,0.150972645354952
"1938",0.0884201704113021,18,16,24,0.272801187831341
"1939",1,12,8,20,1
"1940",1,10,14,26,1
"1941",1,4,12,22,1
"1942",0.00430240654273006,8,8,22,0.0271930575253061
"1943",3.965119941633e-06,18,10,24,0.00013294313670258
"1944",0.000143160932060964,4,16,24,0.0021013739628573
"1945",0.0259624081316112,4,12,24,0.107720434728858
"1946",0.50987255913467,20,14,24,1
"1947",0.913116740470816,14,10,22,1
"1948",0.000343845463389101,28,16,28,0.00407595390061051
"1949",0.000694929415375334,12,14,22,0.00684853212662248
"1950",0.000771532300028052,16,12,20,0.00742214072626986
"1951",1,24,8,24,1
"1952",0.0471553841321423,18,20,28,0.169169602397181
"1953",0.788175822701472,28,12,28,1
"1954",4.68168961224964e-05,4,14,28,0.000887109246830212
"1955",0.987367254071913,8,14,20,1
"1956",0.756688176346509,10,16,22,1
"1957",0.978032124685502,14,18,24,1
"1958",0.692863307899989,20,14,28,1
"1959",0.818806493489228,10,14,20,1
"1960",0.970088015927005,8,14,20,1
"1961",0.999999999943448,4,10,24,1
"1962",0.965256973056564,4,10,20,1
"1963",0.182151366990984,12,12,20,0.466988400220099
"1964",0.975503957978858,6,14,22,1
"1965",0.764482112672986,6,12,28,1
"1966",0.33495318154411,8,14,22,0.740747035966515
"1967",0.100999394901067,10,12,20,0.300308709613112
"1968",0.910004222326156,6,14,26,1
"1969",0.00312546251660659,14,8,22,0.0213941074070509
"1970",0.000233915414686434,20,6,22,0.00306318971316078
"1971",0.28507776778031,10,14,24,0.656450481285316
"1972",0.999999999999997,8,16,26,1
"1973",0.999999980797204,4,6,20,1
"1974",0.999999999999997,6,12,20,1
"1975",1,28,12,28,1
"1976",1,6,12,22,1
"1977",0.130910448140986,20,14,26,0.364219369177123
"1978",0.151197781454585,4,12,22,0.407604969793282
"1979",0.173799015342568,20,8,20,0.450476065093986
"1980",0.263666804515903,22,20,26,0.616800796347902
"1981",0.999999999999976,20,12,20,1
"1982",0.918740234338946,18,10,20,1
"1983",0.00909643405564714,16,16,22,0.0478184129045494
"1984",0.984954554250221,22,6,26,1
"1985",0.147032762130243,20,8,20,0.398697251344497
"1986",0.00386245263541833,22,10,22,0.0250160795361628
"1987",0.218386726495895,22,18,26,0.537838598179926
"1988",1,4,10,24,1
"1989",0.915946143644915,12,8,20,1
"1990",0.999999999995107,2,8,28,1
"1991",4.8223533436086e-07,12,8,24,2.62210221370301e-05
"1992",0.30692587048323,18,18,28,0.696500623528086
"1993",0.404769063405716,18,12,20,0.849906297339134
"1994",0.0427302130626561,24,12,26,0.157107526093447
"1995",1.77745115838081e-08,20,14,26,1.98471465952771e-06
"1996",0.700181463648544,20,12,20,1
"1997",0.000566283342961786,22,12,24,0.00589475629440742
"1998",0.0975480502077864,18,10,20,0.29290178052787
"1999",1,22,14,22,1
"2000",0.269825479418687,2,6,20,0.627919137627485
"2001",0.999999987997034,6,8,20,1
"2002",0.0853148709871523,20,16,26,0.265674247152721
"2003",1,20,10,20,1
"2004",1,16,12,22,1
"2005",1.22993609200279e-05,16,12,20,0.000320449599303894
"2006",0.906193675353455,10,10,26,1
"2007",1,4,12,24,1
"2008",0.000287359382911624,16,8,22,0.00354759767294449
"2009",0.443376438736516,16,12,28,0.908994384071947
"2010",0.753559775285262,16,14,28,1
"2011",0.0558084847620004,18,12,20,0.191897508160843
"2012",0.190442814985784,24,6,24,0.482903050326887
"2013",0.817740667207838,20,8,20,1
"2014",0.00516793994788447,4,8,20,0.0310722389366554
"2015",7.3155530289227e-05,10,6,22,0.0012549836238643
"2016",1,20,10,20,1
"2017",0.000430200272264855,16,10,22,0.00479936182421434
"2018",0.0078974235125275,8,14,24,0.0430912645932238
"2019",0.270845565850986,20,18,24,0.629875680510868
"2020",0.0289474429447088,20,10,20,0.117195442365338
"2021",0.0329836427951598,18,8,24,0.129267764586734
"2022",0.378848817475913,8,8,22,0.80906477311369
"2023",0.273027737938459,24,10,24,0.633367629504427
"2024",0.0717943393939552,6,18,24,0.233089306453999
"2025",0.0209789859129492,18,12,20,0.0916712780668565
"2026",0.999999999991787,16,14,22,1
"2027",0.0031253640006223,16,10,22,0.0213941074070509
"2028",0.898408747444009,18,8,28,1
"2029",1,18,10,22,1
"2030",0.102681460709721,2,8,24,0.304585945833912
"2031",1,12,10,22,1
"2032",0.00657120970684028,16,12,20,0.0373543402698839
"2033",0.00182803889768245,24,12,26,0.0142261695422631
"2034",1,24,12,24,1
"2035",0.814666159712774,10,8,26,1
"2036",0.894024857627232,2,6,20,1
"2037",0.85760276769963,24,20,28,1
"2038",0.00102782932992555,2,6,20,0.00922097101868643
"2039",0.0376100248617981,14,10,20,0.142660288420275
"2040",0.99999999999916,24,12,24,1
"2041",0.0476867323375298,24,14,28,0.170342837650142
"2042",0.933400057449345,8,12,26,1
"2043",1,12,14,26,1
"2044",0.0838632810162124,8,12,20,0.262133014843477
"2045",0.686969006292192,18,10,20,1
"2046",0.217603096340894,20,12,26,0.53622548233285
"2047",0.0506950264705836,16,14,20,0.178689966471567
"2048",0.101318187742175,18,18,28,0.300970369573312
"2049",0.000475543354506178,12,8,28,0.00514014277567352
"2050",0.850928288717101,18,16,28,1
"2051",0.560256130047651,6,20,28,1
"2052",0.943861770628499,8,10,28,1
"2053",1,22,12,24,1
"2054",1,4,12,20,1
"2055",0.000100050799256276,18,16,24,0.0015898796639123
"2056",1,28,10,28,1
"2057",0.485249873567033,16,14,20,0.970656798934605
"2058",0.999999994091493,24,12,24,1
"2059",0.922879943567608,8,12,24,1
"2060",1,20,14,22,1
"2061",0.999999999999989,12,8,20,1
"2062",1,16,12,22,1
"2063",0.992539071753762,4,14,28,1
"2064",1,16,20,28,1
"2065",0.915669252417069,20,8,20,1
"2066",1,18,10,22,1
"2067",0.365527892009501,2,8,20,0.789651376312113
"2068",0.999999999999863,20,12,20,1
"2069",1,12,8,20,1
"2070",1,8,14,28,1
"2071",0.00656396929658163,8,12,20,0.0373403782913668
"2072",1,22,12,24,1
"2073",0.999999999935857,4,10,20,1
"2074",1,24,14,26,1
"2075",0.0712663694368702,8,10,20,0.231812419782511
"2076",0.0536289107843072,10,6,26,0.186508108528517
"2077",0.00968089073133336,16,18,28,0.0502570442034267
"2078",0.972828006379403,2,6,20,1
"2079",0.496560428395122,8,16,22,0.985242696733206
"2080",0.999999999999694,12,8,20,1
"2081",0.0650577532288954,4,8,20,0.216443804703529
"2082",0.00216654662326031,20,14,24,0.0162536485125935
"2083",0.975643373507163,14,14,20,1
"2084",0.916526904861933,16,12,20,1
"2085",2.03162262536819e-06,18,12,22,7.57165291902211e-05
"2086",0.278456964628625,2,14,26,0.643693678307872
"2087",8.16598793943216e-06,18,10,20,0.000236260610317327
"2088",0.999999999999976,16,8,20,1
"2089",0.999999999999896,16,20,28,1
"2090",0.00857525162431445,20,14,26,0.0457712747817655
"2091",1.64256480032358e-06,20,14,24,6.56291226608522e-05
"2092",0.00808270914188739,20,6,26,0.0438345015301144
"2093",0.966101326112563,6,10,20,1
"2094",0.182309309323147,18,10,20,0.467185508376992
"2095",0.490694978788235,20,10,20,0.977015030206283
"2096",1,8,16,26,1
"2097",0.00220296882089303,14,8,22,0.0164283411294503
"2098",0.713253290248364,18,16,24,1
"2099",0.000971702709162576,2,8,20,0.00883147825638603
"2100",0.127842980436831,14,8,24,0.357674343029756
"2101",1,24,12,28,1
"2102",0.950335572710221,20,20,28,1
"2103",0.975610454963153,20,10,26,1
"2104",1,22,16,28,1
"2105",0.999999999994105,14,12,26,1
"2106",0.295366660211183,2,6,20,0.6754169779852
"2107",1,24,12,24,1
"2108",0.000153840784536885,12,12,24,0.00223194066289824
"2109",0.963136085997883,14,10,20,1
"2110",0.999999999999999,18,18,28,1
"2111",0.000435165716707735,18,14,26,0.00482440258188375
"2112",9.05710718854764e-05,12,10,26,0.00147484612630178
"2113",0.0313651218305146,2,16,22,0.124209060675242
"2114",0.0394389282845829,6,10,22,0.147715854185982
"2115",0.27818610497368,6,14,28,0.643305367751635
"2116",0.886056343120897,14,20,26,1
"2117",0.226393932562295,10,18,28,0.550692481655684
"2118",2.66356881803633e-07,12,8,24,1.61480949615389e-05
"2119",0.999999999999978,18,20,28,1
"2120",0.999999999999999,20,12,20,1
"2121",0.808086684304245,8,12,20,1
"2122",0.921355420001153,2,8,22,1
"2123",0.0030582594166269,18,10,24,0.0210261639715976
"2124",0.999999999999978,4,8,20,1
"2125",0.999999999932484,12,6,20,1
"2126",1,12,14,26,1
"2127",1,18,12,20,1
"2128",1,18,12,20,1
"2129",0.999999998565866,26,18,28,1
"2130",0.910992214946364,18,14,20,1
"2131",1,22,16,28,1
"2132",0.0690285382020892,8,8,28,0.226046320700531
"2133",0.00130117480859493,16,10,22,0.0109211356753612
"2134",0.45734731123935,8,14,22,0.928412485286901
"2135",0.0908188808832351,18,16,26,0.277697047512406
"2136",0.0929408674250567,16,14,20,0.282665001949844
"2137",0.993272836258845,10,16,28,1
"2138",0.34442036521143,24,10,24,0.756333816915565
"2139",0.0112920343725661,20,14,24,0.0565777972208778
"2140",0.762346627690507,22,6,26,1
"2141",0.190046134994902,18,16,28,0.482190497919708
"2142",0.00287618853858713,22,18,24,0.0199942267168264
"2143",0.11061876125983,12,8,28,0.322003586939089
"2144",0.00415669443607634,16,12,28,0.0264682386036511
"2145",0.759662589957262,12,10,20,1
"2146",0.00895837436597612,28,16,28,0.0473314025436829
"2147",0.999999999999923,14,20,28,1
"2148",0.894192621096024,4,16,26,1
"2149",0.249259318698992,16,10,24,0.591842992149153
"2150",0.485924444019207,2,8,20,0.970917254657965
"2151",0.121087159878538,26,8,28,0.34431924089154
"2152",0.688773968358778,18,16,28,1
"2153",0.541169320630474,4,14,28,1
"2154",0.235111874847474,24,10,24,0.564683907594106
"2155",0.329436315646696,4,10,20,0.731002584009506
"2156",0.999999999971322,4,10,20,1
"2157",0.161079141816177,16,18,28,0.426610704691467
"2158",0.00317545734243923,10,12,24,0.0216180019186418
"2159",0.108512349876256,18,10,28,0.317052334485464
"2160",0.936701579302278,10,10,20,1
"2161",0.00039795670760614,24,20,28,0.00452852282558907
"2162",0.318783069295286,8,16,28,0.715488346124702
"2163",0.000641167725068705,24,12,24,0.00646648674976551
"2164",0.00308725019403814,22,12,24,0.0212138191904621
"2165",1,28,12,28,1
"2166",0.110524022530748,24,14,28,0.322003586939089
"2167",1,10,14,26,1
"2168",0.802561499909145,16,14,26,1
"2169",9.88369112372273e-05,2,16,26,0.00157459160755766
"2170",0.999999999997816,20,12,22,1
"2171",1.53300405006385e-05,18,16,26,0.000378140999015749
"2172",0.535732288153949,20,14,24,1
"2173",0.000329333743843042,16,6,24,0.0039450649430087
"2174",0.151506423929038,18,20,28,0.408173058521444
"2175",0.0871254799979294,18,6,22,0.269700805161907
"2176",0.00133191428810462,22,16,24,0.0110935512517478
"2177",0.00476626284417291,20,14,26,0.0292477346070787
"2178",0.999999999999997,16,6,22,1
"2179",0.999999999999989,12,8,20,1
"2180",0.999999999999967,14,18,28,1
"2181",0.487384903574552,24,8,24,0.972281959499656
"2182",1,4,12,24,1
"2183",2.2110719111175e-05,18,8,22,0.000497332110079774
"2184",5.57362230037037e-05,20,18,24,0.00101906024105895
"2185",0.000599366632460951,10,10,20,0.00613501876007563
"2186",0.266879358447115,16,14,26,0.623034022165321
"2187",1,20,14,22,1
"2188",0.314619976938263,18,16,28,0.708943681367554
"2189",0.0455711998153916,22,12,28,0.164762481899765
"2190",0.068492281487685,18,8,20,0.224584287437071
"2191",1,14,12,26,1
"2192",7.59357282879496e-08,2,18,24,5.68654022735986e-06
"2193",0.00258153578029182,18,10,26,0.0185331150794084
"2194",0.00112096322795606,20,10,22,0.00976314269593495
"2195",0.33987226325199,8,8,20,0.748976656251874
"2196",0.011699544526183,20,14,26,0.058315864425845
"2197",0.999999985578405,20,20,26,1
"2198",0.847213127249241,4,8,20,1
"2199",1,24,12,28,1
"2200",0.0465997635503546,20,10,24,0.167657262071558
"2201",0.840367733960777,2,6,20,1
"2202",1,10,14,26,1
"2203",0.0828344559191384,24,20,26,0.260152613190544
"2204",0.999999803186798,8,10,26,1
"2205",0.999999999999997,10,16,26,1
"2206",0.0424872188925511,10,12,26,0.15658888670824
"2207",0.473112157806483,16,12,26,0.952469517953617
"2208",0.964627569338898,2,10,20,1
"2209",0.90190154765985,8,12,20,1
"2210",0.967148009072054,6,16,24,1
"2211",0.638360511451845,8,6,24,1
"2212",1,22,10,22,1
"2213",0.570968435586954,18,14,20,1
"2214",0.991758573700135,8,10,28,1
"2215",0.261270839998782,20,20,28,0.612456068420764
"2216",0.375651695277117,20,10,26,0.804986309310422
"2217",0.692939968667799,18,10,20,1
"2218",0.956973837409309,8,8,28,1
"2219",1,12,14,26,1
"2220",1,24,12,24,1
"2221",0.0741743419235893,10,16,22,0.238586502082409
"2222",0.947180244202623,20,12,20,1
"2223",0.749003871836747,8,14,20,1
"2224",0.999999999999807,8,16,28,1
"2225",0.968293810796824,26,12,28,1
"2226",0.198847509965174,8,12,26,0.499455103359
"2227",0.338098190073058,4,14,28,0.746118928013705
"2228",0.141990176571037,24,8,24,0.38805578106297
"2229",0.999999999952729,8,10,24,1
"2230",1,18,10,28,1
"2231",0.99999999999999,2,10,26,1
"2232",0.576413858282531,10,20,28,1
"2233",1,22,10,22,1
"2234",0.307798802622127,24,16,24,0.698101528036329
"2235",1,8,12,24,1
"2236",1,8,16,26,1
"2237",0.166474871270989,18,10,20,0.43683062109001
"2238",0.999999999863126,20,10,24,1
"2239",0.944889918733342,18,14,20,1
"2240",0.944259996239864,18,16,28,1
"2241",1,20,10,20,1
"2242",0.191606229257039,2,18,28,0.485361049845762
"2243",0.0453678569695312,2,10,28,0.164264742113769
"2244",1.11843923696291e-05,12,14,22,0.000298871818321755
"2245",0.365899548291799,20,8,20,0.790317746275863
"2246",0.000527246118382891,8,14,24,0.00558318370575481
"2247",0.343619002160086,10,18,24,0.754971757029874
"2248",0.000249437933599049,22,12,26,0.0032093320962857
"2249",0.0321353190267553,24,6,24,0.126577732204284
"2250",0.158397718428486,10,20,28,0.421741934568161
"2251",0.0890611492394485,4,16,22,0.27392984072517
"2252",0.0001584206013583,10,12,24,0.00227987116293084
"2253",0.886032316533051,2,8,20,1
"2254",0.457866945822823,8,8,20,0.929040224092962
"2255",0.36723718961589,2,12,22,0.792112503162525
"2256",0.706589516968414,2,6,20,1
"2257",0.0538124292822662,2,14,22,0.186938400167784
"2258",0.917024966338221,6,12,28,1
"2259",0.461099128593055,26,10,26,0.933998332067501
"2260",0.590588033897467,16,10,24,1
"2261",0.291003530756668,6,18,28,0.667392289683274
"2262",1,22,10,22,1
"2263",0.098016214796852,6,10,20,0.293954624040631
"2264",0.9999999997646,18,12,20,1
"2265",0.111648697568439,2,6,20,0.324188207984884
"2266",0.999999999999999,10,8,20,1
"2267",0.999999997669558,18,14,28,1
"2268",1.6846228639373e-06,18,18,28,6.63258358986716e-05
"2269",0.879809489293939,2,10,20,1
"2270",0.366288498726795,8,12,26,0.791021233824433
"2271",5.90606894256894e-06,10,10,26,0.000186990628343714
"2272",1,10,14,26,1
"2273",1,22,12,24,1
"2274",1,22,12,24,1
"2275",0.999999999950057,14,12,24,1
"2276",0.0386031318220573,8,12,20,0.145153793921344
"2277",0.999999999999997,10,14,20,1
"2278",0.999999999988344,10,10,20,1
"2279",0.999999999999248,12,16,28,1
"2280",0.0956836372746954,20,8,20,0.288898978212781
"2281",0.957540265135399,20,14,26,1
"2282",7.94306761315519e-08,14,6,24,5.84329432765405e-06
"2283",0.5970957344001,28,12,28,1
"2284",1,22,10,22,1
"2285",0.22694669021615,18,14,20,0.55075911129242
"2286",1,10,10,20,1
"2287",1,10,14,26,1
"2288",0.105500525475147,28,10,28,0.310785508149608
"2289",0.098551114991414,20,10,20,0.295134158065762
"2290",1,4,12,24,1
"2291",0.0762471190883792,8,12,20,0.244061036938641
"2292",0.999999992821532,16,14,20,1
"2293",0.00206797500686714,24,16,24,0.0157239392015201
"2294",0.470137727066609,22,8,22,0.948925502694482
"2295",0.100808010754576,2,6,20,0.299810935195417
"2296",0.999999999999994,4,8,20,1
"2297",0.2039351929298,14,10,22,0.510184741504316
"2298",0.999999999978702,14,8,20,1
"2299",0.000651483116379391,20,14,26,0.00653888270741626
"2300",0.944188389286413,18,14,20,1
"2301",0.212733669260745,6,12,22,0.52650846383829
"2302",1,18,10,28,1
"2303",0.00282017807925845,24,6,26,0.0196704668484139
"2304",0.999999999997256,20,8,22,1
"2305",0.000734849176071591,22,8,24,0.00714620823946448
"2306",0.915196875250541,20,16,26,1
"2307",1,10,8,20,1
"2308",0.999999999999694,18,12,20,1
"2309",0.999999999999854,16,8,24,1
"2310",0.99999999893008,8,12,20,1
"2311",1,24,10,28,1
"2312",1,14,12,26,1
"2313",1,8,14,22,1
"2314",0.0297487969065364,14,20,28,0.119815969991435
"2315",1.19724938806112e-08,26,16,26,1.51240412596893e-06
"2316",0.0208556875272306,10,8,28,0.0913320319223756
"2317",0.0302684459807444,6,12,28,0.121287146887276
"2318",0.662886455008671,18,16,28,1
"2319",0.00507759234529006,6,10,20,0.0307061749855887
"2320",1,26,12,26,1
"2321",0.961750584638931,4,12,22,1
"2322",1,4,12,20,1
"2323",0.0492103659094451,10,14,26,0.174440146276508
"2324",0.840898282642336,8,14,26,1
"2325",0.0461377412665548,22,10,24,0.166425899128795
"2326",0.042850933272409,18,10,20,0.157338159572739
"2327",0.0477214875558409,8,8,28,0.170370982860302
"2328",1.90877282761836e-09,20,6,22,4.04595135291443e-07
"2329",0.00504416229518196,4,16,22,0.0305187681004091
"2330",0.00528100405984255,16,10,24,0.03160857219217
"2331",1,22,16,26,1
"2332",0.99999999893008,2,6,20,1
"2333",0.879627758865907,10,14,20,1
"2334",0.416367902519541,22,14,26,0.868294436353278
"2335",1,28,12,28,1
"2336",0.999999999999967,10,8,20,1
"2337",0.51915100194737,4,6,22,1
"2338",0.123414572573408,18,18,26,0.348816612361676
"2339",0.209038851990338,10,12,26,0.520143231792909
"2340",0.679186999815959,4,16,28,1
"2341",0.569770082864951,6,12,26,1
"2342",0.999999998199153,18,10,24,1
"2343",0.0512266200616152,2,14,28,0.179883203908703
"2344",0.898250010842051,12,20,28,1
"2345",0.390963490404307,10,18,28,0.828067015588814
"2346",0.0731201039988048,4,6,20,0.235941237606073
"2347",0.495724868849285,2,6,20,0.98405320790939
"2348",3.13379029513012e-08,12,12,22,2.99169323899979e-06
"2349",0.0322740466576937,6,18,24,0.127044138338406
"2350",0.971049141479031,2,14,22,1
"2351",0.555168299641217,2,6,24,1
"2352",0.89888371275075,10,10,28,1
"2353",0.999999999999997,16,6,22,1
"2354",1,10,10,20,1
"2355",0.00370620646683473,12,12,20,0.0242938752718829
"2356",0.168897460329895,16,18,26,0.441427719725323
"2357",0.342281377444343,20,14,26,0.753091292455832
"2358",1,28,12,28,1
"2359",0.293897174339486,2,6,20,0.673041212651457
"2360",1,24,14,26,1
"2361",0.000473997777202731,22,10,24,0.00512786868658941
"2362",0.0119896176805235,22,12,28,0.0595717754122475
"2363",0.983180371995512,8,12,26,1
"2364",0.999694430054121,24,12,26,1
"2365",0.999999998856069,20,16,26,1
"2366",0.862346171602281,2,16,28,1
"2367",1,22,12,24,1
"2368",0.999999999999999,10,16,26,1
"2369",0.0437822936977013,18,10,20,0.160146640825812
"2370",1,26,12,26,1
"2371",0.980444704248407,6,8,26,1
"2372",0.164729867641,16,12,22,0.433981825304055
"2373",1,18,10,28,1
"2374",0.000224365962990524,14,10,24,0.00296475369093407
"2375",0.999999999999978,22,16,24,1
"2376",0.364895175335936,12,14,20,0.789033483027976
"2377",0.0113373295253724,20,14,26,0.0567592646294265
"2378",1,12,10,22,1
"2379",1,24,14,26,1
"2380",1,22,10,22,1
"2381",0.957243868252814,24,8,24,1
"2382",0.170511724537174,24,14,28,0.444439272001229
"2383",0.999999999998711,16,14,20,1
"2384",0.361842378188344,22,8,24,0.78463402160978
"2385",0.987583088751011,2,10,20,1
"2386",0.999999999999751,14,10,28,1
"2387",1,4,18,28,1
"2388",1.56164600313697e-07,4,18,24,1.05567269812059e-05
"2389",0.62541025122382,6,10,20,1
"2390",0.999999999999957,12,8,20,1
"2391",1,10,10,20,1
"2392",0.941667884647677,10,14,24,1
"2393",0.999999999999996,26,16,28,1
"2394",0.711111160633442,14,6,26,1
"2395",0.00143835714310864,2,16,22,0.0117492452199325
"2396",0.0832028256773619,24,10,24,0.260981825412864
"2397",0.999999999999999,24,16,26,1
"2398",0.999999999999105,20,20,28,1
"2399",0.956273983715669,6,6,20,1
"2400",1,6,12,22,1
"2401",1,22,16,28,1
"2402",0.876304722202852,2,16,28,1
"2403",0.0380862375697126,2,16,22,0.143910314733757
"2404",0.0789025859001469,18,8,24,0.250891365183635
"2405",0.99999999999988,2,8,22,1
"2406",0.999999999999923,12,6,20,1
"2407",0.894467890666128,22,12,26,1
"2408",0.000134922046005092,14,10,26,0.00200873227064248
"2409",0.222851203296952,16,12,28,0.544757065760687
"2410",0.0193637773767078,16,8,28,0.0864085524824853
"2411",0.0230830319264553,12,6,20,0.0983900467867246
"2412",0.0428188605887892,18,8,20,0.15731277042403
"2413",1.39281387371669e-05,12,8,26,0.000350204624485652
"2414",0.965508628400244,10,12,26,1
"2415",0.0057973513149089,24,12,24,0.0340543332758341
"2416",0.0458819477046016,20,12,26,0.165742240899407
"2417",2.91143651299197e-05,8,10,22,0.000611084307414102
"2418",0.00384956604468989,4,10,24,0.0249832241592588
"2419",0.641936213907147,24,20,28,1
"2420",0.177660510031748,4,8,20,0.458580462013838
"2421",1.87637927082388e-07,8,12,26,1.18515147277391e-05
"2422",0.252878944560533,20,16,28,0.598081080226296
"2423",0.343391520162774,6,12,28,0.754737144315581
"2424",0.0171589710931353,8,12,24,0.0786909030035754
"2425",0.000288464493435539,22,12,24,0.00355422360089148
"2426",0.796673495407174,18,16,28,1
"2427",0.00838048350689932,16,14,20,0.044967806094987
"2428",0.48072182460537,16,14,20,0.964064646971577
"2429",0.315547594518518,2,16,28,0.710393918460591
"2430",1,14,14,22,1
"2431",0.224382931393555,10,12,24,0.547324544569494
"2432",0.959199932495343,18,14,20,1
"2433",3.21619566984973e-08,2,10,24,3.04710174599551e-06
"2434",1,2,8,24,1
"2435",3.57576901890774e-08,16,8,24,3.15627698253275e-06
"2436",1,6,12,22,1
"2437",0.999999999997868,16,12,24,1
"2438",0.99999999999999,4,14,22,1
"2439",0.867688936159333,18,12,20,1
"2440",0.999999999998308,10,6,20,1
"2441",1,4,12,26,1
"2442",8.42955689691222e-06,6,16,24,0.000241235786161978
"2443",0.306324362327309,6,6,20,0.69526179224416
"2444",0.535452577072922,2,6,20,1
"2445",0.000234994014605083,22,14,26,0.00306720913982539
"2446",0.81657599446693,16,6,20,1
"2447",1,8,14,28,1
"2448",0.0549353167519136,20,8,20,0.189837267559942
"2449",0.971278198442704,2,12,26,1
"2450",0.999999999971647,16,12,22,1
"2451",0.26732325662309,2,8,28,0.62367994353119
"2452",0.999999999998108,16,6,20,1
"2453",0.00263558151851883,14,12,20,0.0187905358960569
"2454",0.999999999999802,24,20,28,1
"2455",0.0641408504927738,20,12,26,0.213848434087611
"2456",0.474280043563086,10,14,24,0.954052794724136
"2457",0.999999999999999,22,14,22,1
"2458",1,8,14,28,1
"2459",1,10,10,20,1
"2460",0.959734725016187,2,16,28,1
"2461",0.0381408114869306,16,14,20,0.144018414388754
"2462",1,6,10,20,1
"2463",0.437282730796408,2,6,20,0.899598261447585
"2464",0.104694115686927,8,8,20,0.30929046637699
"2465",0.00251894748201968,18,10,20,0.0182393455059566
"2466",0.999999999983488,4,10,26,1
"2467",0.310407042188635,16,18,24,0.702262326598241
"2468",1,24,14,26,1
"2469",0.999999999999593,22,14,28,1
"2470",1,10,12,22,1
"2471",1,22,12,24,1
"2472",1,20,10,20,1
"2473",0.999999985844801,20,8,28,1
"2474",1.18203980074915e-12,8,14,24,1.84782371852111e-09
"2475",0.265175869374948,4,8,28,0.619751340385555
"2476",0.0606204246447419,18,18,28,0.204266432805588
"2477",0.999999999999997,20,10,20,1
"2478",1,14,10,28,1
"2479",0.0145025563414997,22,12,24,0.0689091829813051
"2480",0.999999999999999,20,6,20,1
"2481",1,22,12,24,1
"2482",0.999999999999863,20,12,20,1
"2483",0.999999999999997,18,18,28,1
"2484",0.949796325987045,2,10,20,1
"2485",0.862951501562616,2,10,22,1
"2486",1,18,10,22,1
"2487",0.0803734949133871,18,12,20,0.254339809561442
"2488",0.451686405528552,14,10,24,0.921198660720821
"2489",0.999999999999976,20,12,20,1
"2490",0.999999999999896,8,14,24,1
"2491",0.973928465848318,16,14,20,1
"2492",0.0109041647764861,22,12,24,0.055142533236852
"2493",1,22,18,28,1
"2494",1,10,12,22,1
"2495",1,14,12,26,1
"2496",1,20,10,20,1
"2497",6.00245680333431e-09,10,14,24,8.85024069705321e-07
"2498",0.999999999999895,24,6,24,1
"2499",1,18,10,22,1
"2500",0.391278422097785,20,14,26,0.828394776833401
"2501",0.0922640741330654,2,14,28,0.281243847908727
"2502",1,10,10,20,1
"2503",0.143157856252926,2,14,28,0.390475932453454
"2504",1,24,12,24,1
"2505",0.755673611590864,24,10,24,1
"2506",0.999999999999997,14,10,26,1
"2507",1.58795043178657e-05,20,12,22,0.000383376604245614
"2508",1,10,8,22,1
"2509",0.915314082035185,2,6,20,1
"2510",0.999999999999999,20,6,20,1
"2511",0.308613045332688,22,10,26,0.699567653603515
"2512",0.958579854550809,16,8,22,1
"2513",0.999999999996348,2,12,20,1
"2514",0.999999999999978,10,18,28,1
"2515",0.999999999999928,24,14,26,1
"2516",0.747894866345782,20,12,20,1
"2517",1,22,16,28,1
"2518",1,10,12,28,1
"2519",0.365527892009501,2,8,20,0.789651376312113
"2520",0.533824349570908,8,8,20,1
"2521",0.134910255925891,8,10,28,0.372941569542262
"2522",1,16,12,22,1
"2523",1,14,12,26,1
"2524",1,18,10,22,1
"2525",0.999999999667296,24,10,24,1
"2526",0.0554904488488069,2,10,20,0.191227212263207
"2527",1,24,14,24,1
"2528",0.99999999999988,8,14,22,1
"2529",1,10,14,26,1
"2530",0.00592549690241056,20,18,28,0.0346281608698815
"2531",0.010654487199209,24,10,24,0.0542528570493922
"2532",0.000398434479645093,10,16,26,0.00452983782040139
"2533",0.764668097351213,18,12,20,1
"2534",0.0185777561161584,24,20,26,0.0835744388658153
"2535",0.0154816477379009,20,16,24,0.0727323390721971
"2536",0.0256062339994411,2,8,28,0.106566243726127
"2537",0.799457662961526,8,10,20,1
"2538",0.999999973297986,14,12,24,1
